workerid,entire sentence,fist trials,firstanswers,tgrep id,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,"well, i guess i have used it once or twice.",[],NA,88687:32,"[u'well, i guess i have used it once or twice<font color=red> but not both. </font>', False]",13,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"and it kind of has --n4084e9 to start from the top and, and go clea-, or from the bottom maybe and go clear up.",[],NA,62903:64,"[u'and it kind of has  to start from the top and, and go clea-, or from the bottom maybe and go clear up<font color=red> but not both. </font>', False]",14,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"all we, all i do --n40034d is, uh, keep a list of things like debts that --n400388 are outstanding and every two or three months update that and every once in a while make a list of what we spent --n4003eb that month,",[],NA,156317:102,"[u'all we, all i do  is, uh, keep a list of things like debts that  are outstanding and every two or three months<font color=red> but not both </font>update that and every once in a while make a list of what we spent  that month,', False]",15,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"one or two times in my life i&quotecharve ever had venison --n406316, i&quotecharve loved it.",[],NA,102716:9,"[u'one or two times<font color=red> but not both </font>in my life i&quotecharve ever had venison , i&quotecharve loved it.', True]",16,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"i, i mean i could have had that or a down payment on a new car",[],NA,116776:42,"[u'i, i mean i could have had that or a down payment<font color=red> but not both </font>on a new car', False]",17,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"and, and there&quotechars probably, there&quotechars easily probably six or seven times that amount being spent on the bureaucracy.",[],NA,36021:57,"[u'and, and there&quotechars probably, there&quotechars easily probably six or seven times<font color=red> but not both </font>that amount being spent on the bureaucracy.', True]",18,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"you have --n40262c to cut each thing or, you know, use the melon baller and stuff",[],NA,16299:25,"[u'you have  to cut each thing or, you know, use the melon baller and stuff<font color=red> but not both. </font>', False]",19,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"just, because yo-, you don&quotechart like --n403986 to or because, because you won&quotechart be able --n4039b9 to.",[],NA,71989:47,"[u'just, because yo-, you don&quotechart like  to or because, because you won&quotechart be able  to<font color=red> but not both. </font>', False]",20,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"i think i had some other, uh, like staying in shape or working out.",[],NA,15459:47,"[u'i think i had some other, uh, like staying in shape or working out<font color=red> but not both. </font>', False]",21,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"do you think that&quotechars why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5.",[],NA,21517:53,"[u'do you think that&quotechars why most rock stars nowadays keep their marriages secret , or at least they keep it quiet<font color=red> but not both </font>.', False]",22,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,do you have a two income family or one income.,[],NA,165394:22,"[u'do you have a two income family or one income<font color=red> but not both. </font>', True]",23,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,is it one you&quotecharre renting or buying --n10255.,[],NA,109881:25,"[u'is it one you&quotecharre renting or buying<font color=red> but not both </font>.', False]",24,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"he was, used --n4006f9 to be a reporter for, uh, i think --n400728, the new york times, or the washington post, one of the two,",[],NA,90213:76,"[u'he was, used  to be a reporter for, uh, i think , the new york times, or the washington post, one of the two<font color=red> but not both, </font>', False]",25,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"uh, and, and i would certainly support something like four to one or five to one",[],NA,6465:51,"[u'uh, and, and i would certainly support something like four to one or five to one<font color=red> but not both. </font>', False]",26,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them,",[],NA,60507:76,"[u'you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them<font color=red> but not both, </font>', False]",27,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,and it usually takes long stitches over two or three openings in the cloth,[],NA,29727:27,"[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', True]",28,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
0,"you should, uh, pursue that i think --n4078f8, or patent it, you know.",[],NA,12168:38,"[u'you should, uh, pursue that i think , or patent it, you know<font color=red> but not both. </font>', False]",29,english,2,Female,41,thanks,Yes,1,2,Windows,1080,1920,Chrome,3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Di Okt 03 15:46:15 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Do Nov 02 14:46:15 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0U15LZ5NRENTPSAL3WV95,3YWRV122CT741LPP3B36LRR0X7Y8UH,0,Submitted,Mi Okt 04 08:36:24 MESZ 2017,Di Okt 03 15:47:22 MESZ 2017,Di Okt 03 15:56:24 MESZ 2017,,,,,,undefined,8.281366666666667,[]
