workerid,entire sentence,fist trials,firstanswers,tgrep id,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"and then it seems sort of like a san antonio early winter or fall, year-round.",[],NA,70251:35,"[u'and then it seems sort of like a san antonio early winter or fall, year-round<font color=red> but not both. </font>', True]",13,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"all we, all i do --n40034d is, uh, keep a list of things like debts that --n400388 are outstanding and every two or three months update that and every once in a while make a list of what we spent --n4003eb that month,",[],NA,156317:102,"[u'and then it seems sort of like a san antonio early winter or fall, year-round<font color=red> but not both. </font>', True]",14,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"they always like --n4014a9 to be able --n4014bc to attract the, uh, einsteins or the professor chou",[],NA,176953:48,"[u'they always like  to be able  to attract the, uh, einsteins or the professor chou<font color=red> but not both. </font>', True]",15,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,and it usually takes long stitches over two or three openings in the cloth,[],NA,29727:27,"[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', True]",16,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"i wonder, i wonder how, how the civil system or the court system must differ between there and say --n403741 where i am --n403754 in minneapolis --n403763.",[],NA,174254:56,"[u'i wonder, i wonder how, how the civil system or the court system must differ between there and say  where i am  in minneapolis<font color=red> but not both </font>.', False]",17,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"you have --n40262c to cut each thing or, you know, use the melon baller and stuff",[],NA,16299:25,"[u'you have  to cut each thing or, you know, use the melon baller and stuff<font color=red> but not both. </font>', True]",18,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"do you think that&quotechars why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5.",[],NA,21517:53,"[u'do you think that&quotechars why most rock stars nowadays keep their marriages secret , or at least they keep it quiet<font color=red> but not both </font>.', True]",19,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"he was, used --n4006f9 to be a reporter for, uh, i think --n400728, the new york times, or the washington post, one of the two,",[],NA,90213:76,"[u'do you think that&quotechars why most rock stars nowadays keep their marriages secret , or at least they keep it quiet<font color=red> but not both </font>.', False]",20,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"you should, uh, pursue that i think --n4078f8, or patent it, you know.",[],NA,12168:38,"[u'you should, uh, pursue that i think , or patent it, you know<font color=red> but not both. </font>', True]",21,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,is it one you&quotecharre renting or buying --n10255.,[],NA,109881:25,"[u'is it one you&quotecharre renting or buying<font color=red> but not both </font>.', True]",22,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"and, and there&quotechars probably, there&quotechars easily probably six or seven times that amount being spent on the bureaucracy.",[],NA,36021:57,"[u'and, and there&quotechars probably, there&quotechars easily probably six or seven times that amount being spent on the bureaucracy<font color=red> but not both. </font>', True]",23,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"well, i guess i have used it once or twice.",[],NA,88687:32,"[u'well, i guess i have used it once or twice<font color=red> but not both. </font>', True]",24,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"you may meet people, you know, thirty years older --n4054de than you, or younger,",[],NA,93711:49,"[u'well, i guess i have used it once or twice<font color=red> but not both. </font>', False]",25,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,do you have a two income family or one income.,[],NA,165394:22,"[u'do you have a two income family or one income<font color=red> but not both. </font>', True]",26,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want --n402ab2 to --n402ac1, rent a car if i want --n402ae4 to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not.",[],NA,113176:393,"[u'uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not<font color=red> but not both. </font>', True]",27,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"um, i might try that because i, i have one card that i&quotecharve had --n4049b4 for about, uh, i don&quotechart know, nine or ten years.",[],NA,145577:99,"[u'um, i might try that because i, i have one card that i&quotecharve had  for about, uh, i don&quotechart know, nine or ten years<font color=red> but not both. </font>', True]",28,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
0,"i, i mean i could have had that or a down payment on a new car",[],NA,116776:42,"[u'i, i mean i could have had that or a down payment on a new car<font color=red> but not both. </font>', False]",29,English,1,Male,35,,Yes,1,3,Mac,1440,2560,Chrome,3HO4MYYR12WEAN87KU16DTZPHUNU6A,3J2GQK7M7O3BXGFYXWTN43RALDWOP6,but not both pilot,"you&quotecharll read some sentences, modify them and rate them",language research stanford,$1.50,Mo Okt 02 14:49:18 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mi Nov 01 13:49:18 MEZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HO4MYYR12WEAN87KU16DTZPHUNU6A,33OOO72IVITRDB0DKIT1IH1H4I1CTL,0,Submitted,Di Okt 03 07:37:01 MESZ 2017,Mo Okt 02 14:50:35 MESZ 2017,Mo Okt 02 14:57:01 MESZ 2017,,,,,,[],undefined,5.7449666666666666
